COMMENT_ID,TEXT,IS_TOXIC
K5l2AMuY,"Can I sleep while listening to this? Or do you suggest I listen the dream video you've uploaded? Which one do u recommend for a sound sleep? I get panic attacks amidst dreams.. It scares me to fall asleep.. But, just a few months back, I could sleep all day.. Something is happening.. Feels like something is changing.. Coming back to the point, hehehe, which video should I listen to for a sound peaceful sleep?",BLANK
TfLfUXSX,"""Don't be misled""....dude, you put this guy in a position of power and now American people are at risk! YOU ARE COMPLICIT!",BLANK
r28OdU2T,Dr Cassidy is such a coward,BLANK
UFBMcO7I,"This is so peaceful. I play it while working, and it seriously clears my head. Been creating my own relaxing tunes lately — nothing fancy, just pure calm energy. Love seeing more creators putting out positive stuff like this.",BLANK
f7d7I4O1,I love everyone in the comment sections...u dont see lots of people like that now'n days,BLANK
GAeEBWEB,:face-red-heart-shape:,BLANK
NLDKVDz5,"I would never forget this night and how i am feeling right now but i will be back here when this moment becomes from the past. 
Life is a gift not supposed to be fair but it’s worth living once u start living under the perspective that pain is part of life it took me too much time to realize that and stop worrying about it because it happens to us for a reason so choosing our pain and embrace it give some meaning 
Accepting then evolving is the ley",BLANK
aADfKYdA,"I used to read the CDC website. NOT ANYMORE and not until our current ""health secretary"" is out of office! Why would I TRUST the CDC website while RFK Jr is sending such a twisted message about vaccines and many other peer reviewed medical treatments? 

Hearing the Republicans do an about face and act like they all of a sudden care about their constituents is seriously shocking and very, very low, especially after they refused to work with the minority party to do THE VERY SAME THING. This BS about HSA deposits to ""cover the deductible"" is also BS. Have you seen the new deductibles? I have and 1 or 2k dropped in an HSA is going to do fuck all to help cover a 12k out of pocket cost for someone who earns less than 60k a year. They have to spend 12,000.00 BEFORE insurance will pay a dime. What is 1 or 2 k going to do for those folks? They will have and pay for, USELESS insurance policies that will make even more $ for the insurance companies because the people paying for these garbage policies will be stuck paying or lose insurance entirely. Also, an HSA doesn't give the patient more control over what procedures you get. That's another lie. The insurance company still determines whether or not all HSA spending your $ on is ALLOWABLE based upon the insurance companies policies.

They do not care about the American people. They care about the PERCEPTION of the American people to NOT see through their lies and half truths and to swallow down whole, anything that they now say is the truth.",BLANK
8VCE43ln,RFK Jr is only in this job because of the republican senators approving him when they KNEW! he was not qualified. Vote out all the ones running in 2026. They have caused great damage to the country with their cowardice!,BLANK
KRC3hsD2,Embarrassment to the country,BLANK
g928obma,everyone loves u should be proud,BLANK
ZYN9sRFY,Why give an infant an std vaccine?,BLANK
5KwTLUPR,"Does anyone hears creepy, meow song?",BLANK
LbAD8ipx,To get on national TV and not talk around the fact that you made a mistake and to comment what RFK is doing is wild. Republicans are going to pay heavily in the midterms and far beyond that.,BLANK
K0RFN5ll,the rhetorical lengths cassidy is going to in order to NOT address the simple question posed to him is very troublesome. dude doesn't want to be caught on camera admitting he was a damned fool to give a snake oil salesman and medical charlatan with no professional background in medicine the green light to head the CDC. goes against every principle for which himself stands as a doctor. gross. this whole administration and its legislative arm in both congress and the senate are absolutely gross.,BLANK
bcVMSawv,Donald Trump believes we're giving children too many shots too soon,BLANK
HH8k5hUy,He is a coward. I thought a doctor’s first oath was to do no harm.,BLANK
jRhMO4de,Bill Cassidy has no spine. How shameful. Always reminding people that he's a doctor.....smh. Any market-based plan is unsustainable. Medicare for all!,BLANK
uDf8m8UK,Anyone finish stranger things?,BLANK
AQbTG5bL,No Wy i get one leidk pis 500,BLANK
jx9FhyfM,hello,BLANK
a81Cbl0T,My go to when I bake up.,BLANK
ovftEHk7,Anybody here 2026 if you're reading this comment it is not that year yet but when it is 2026 I wanted to like and comment❤❤❤,BLANK
tqWVHEEp,OMG Cassidy has to go.  What a political weasel.,BLANK
yy89wNox,I admire your creativity.,BLANK
SFobsuIF,😊,BLANK
IMjnYuHR,I hope every parent of the dead kids take RFK Jr to civil court and sue the shit out of him,BLANK
i9qVuEFK,People who go to sleep quick with this,BLANK
NfLaHkdo,Remember this is the same maga man who confirmed RFk 😮😂😂,BLANK
q3RMFuIn,that pathetic half smile,BLANK
24hCV6Wm,You have to lie to work for trump,BLANK
WzdiEoU5,"Just say it, you want to maintain your Senate seat, and you voted for RFK for Sec HHS, to avoid a Trump-backed primary challenger.",BLANK
hQjLEuFX,Anyone here November 13th 2025?,BLANK
HY9PSLpX,"The vaccines are not safe! There is a boat load of evidence, both academic and anecdotal,  that clearly shows high rates of complications and death associated with the RNA vaccines! It's only fake news that keeps pushing this poison, while hiding the facts about it.",BLANK
3nkcPWVl,"Here comes the 1 year firings from Trump, he did it first term.  Only reason he hasnt this time, is there is no one else to hire :D.",BLANK
vZhnVTam,67,BLANK
lJv7kswh,"Pathetically Insane Incompetence , pass a comprehensive health care bill pronto and impeach Trump and entire GOP  Criminally Insane entire ADMIN ,CORRUPTION & QUACKERY including QUACK CASSIDY",BLANK
iCBGHVsQ,This lands low in the body — like a hum. I just finished a small piece with that same vibration,BLANK
h9yH11N7,"Sleepy✖
Song Really emotional✔",BLANK
hsJivhN0,I love this music it's so relaxing,BLANK
yqESrOQy,So can we lock these two up since they disagree with the government? 😂,BLANK
Dup36Svb,"Hello. If you’re reading this, you matter. It may not seem like it right now but your bright and funny soul is completely worth anything in this world. Now,it’s time for you to have the best sleep of your life. What are you waiting for?! Stop reading this and have an AMAZING sleep!",BLANK
JAKORaIu,Hlo everyone,BLANK
VFxMXfqF,Wow  hoe dan🤷‍♂️❓️🤫,BLANK
qsPijAG6,"I always wondered... did Donald Trump ever meet Jack Cassidy? I guess Jack was about 20 years older. If he did meet him, I would love to hear any story he might have! Jack was an incredible man, and actor.",BLANK
zkMSm1SB,Such a weakling.,BLANK
75KEVsND,"That was really uplifting and powerful your energy and clarity are so strong, and the way you delivered your message really inspires me. 🙌",BLANK
kjKBERTD,what a lovely melody to listen to hashtag busted a nut love this dont ever stop ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,BLANK
TIqsCSeN,"10:35 He sez ""Bronze Plan"" like that is a universal std of care. A ""Bronze Plan"" just means the cheapest option it says nothing of the coverage.  Why not call it a diamond package so we'll get more perceived value. Before you talk price points, talk benefits included so it's value will be evident.",BLANK
Kf2Uawio,Elle est bien,BLANK
fcoX5jQi,"Can’t sleep on my own tonight, that’s why I am back  again !!",BLANK
6QHGyqau,"How to impeach or to force RFK Jr.to  resign ASAP to save your people , doctor Republican?",BLANK
jXkludXW,"Anyone here November 2026?

That would be impressive",BLANK
9VwikFrC,Who else is watching this in 2025? ??,BLANK
h5PUTovu,This video is so calming. The atmosphere feels exactly like the kind of cozy vibes I want to create too. You did an amazing job.,BLANK
IsQBax86,"These Republicans are terrified of Trump. They will criticize anyone but Trump. If he agrees vaccines are safe, why allow RFK Jr do that, especially since it represents your government.",BLANK
WOfiyTXO,omfg guys im cooked,BLANK
G0x4R4GT,"I liked the late Jack Cassidy, I really admired that man, wanted to be an actor like him. He died in a fire. When I heard how he died, I was very sorry. But let's be clear, I am not talking about the Sen. Cassidy.",BLANK
cV9th2dM,😍,BLANK
YfGI7GhF,"He should apologize to America for choosing party of people.  Decertifying nursing, blaming vaccines for autism.... This is on your hands Sen. Cassidy!!!!",BLANK
0ZCpsNvA,"Bill doesn’t wanna hurt his daddy’s friend…what a great guy, right?😏",BLANK
9B7KfEZj,hi everyone how are you doing today how many times does it is But i'm going to take the rotors to my mechanic and see if I can use them le num isi buxal xala innih ma tan Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta baaxo Qafar ummatta 41:10 41:11 41:12 41:12 41:12 41:12 41:13 41:13,BLANK
sdT2xUda,ةبليل,BLANK
6BxsCmOV,1:00:02 wow  1:00:02  in mijn bed 🎉🎉🎉🎉🎉🎉 1:01:15,BLANK
gOAHN4b2,This dude is to blame for RFK Jr. being confirmed. He needs to make it his life's work now to strongly fight against RFK Jr.,BLANK
grSlDjTW,Vabtei obak lage eto crore manush sudhu matro valo ghum R stress relief er somosya ache amar moto😟,BLANK
J6DUgGKN,I'm here thanks 😊,BLANK
eAVywKG5,"lol I’m never getting health insurance again. We need to end all insurance industries, all for profit healthcare leaches, and creating government funded unions in industries that our society needs. Until you do that you’ll just have young people giving up on America completely. Or the shitty ones who rise to the top while pushing the rest into the mud. That number is quickly getting outnumbered 1000 to one. Eventually we’ll be stringing you up like an ornament.",BLANK
LdBlvhmC,He’s right I don’t even have healthcare,BLANK
0NgK6qp7,I think we should all sleep😴😴,BLANK
Jzp4fJl2,Is anyone here at the end of 2025?,BLANK
mDRrVByY,"This is such a vibe! The music, visuals, and mood all come together so beautifully  really touched me. 🙌✨",BLANK
0qbdDrse,Grow a pair Senator.,BLANK
OMw5JclQ,"DID RFK JUNIOR LIE TO YOU??????

ANSWER V",BLANK
Hlh1YIaZ,Πανέμορφο βίντεο ηρεμί την ψυχή και το νου. Η μουσική σε ταξιδεύει σε μαγικούς κόσμους. Ευχαριστώ πολύ. ❤,BLANK
54Hl0xWH,🇹🇼,BLANK
OmD8kY9U,M easles A re H ere A gain...,BLANK
RbeV3c3J,"Public universal healthcare,and those on the fringe who don't take meds, blood transfusion,vaccines-let them and in ten twenty years roll out data that reflects higher mortality and illness for this fringe pop. The only way out is to go through.",BLANK
U6IkTffn,I’m back and I still listen to this ❤😊,BLANK
kjmlwSn0,"Democrats: “believe the science”.

Also Dems: “men can get pregnant”. 🫄",BLANK
n3rWFlFf,"🥀 https://youtu.be/iSOKTJo3IHI?si=ikMZTfzi9Vm9J4Va

https://youtu.be/PUwSCS_JfXc?si=SUF-aKrDJ3VEHzrC

https://youtu.be/TzuxKmFk9L0?si=iVulUwkZkuXJFWNK",BLANK
3tamvx9d,The silence 🤐 was crystal clear!!!!😮😂😂,BLANK
EaT6l3Zo,I Hope you have beautifull Life ammeen,BLANK
vfVdIuzo,thx....,BLANK
mCj0kdzQ,This guy is not a doctor. Why can’t Americans afford health care ???? You Sir are not smart are you,BLANK
sBkzI6CQ,Peace 🕊️,BLANK
10rAztYT,How much human crap stains joining trump putin jinping on sea floor in pacify Kraken now?,BLANK
S8AIhXTl,"His responses were bad all the way through but starting at 5:22 it is atrocious. He knows he defended, and continues to defend, the indefeasible and doesn't like being confronted about it.",BLANK
tk4mjbix,Spineless Doctor and he is not doing what doctors are suppose to do: no harm!  Allowing RFK to continue is against his own oath to his profession.  All the doctors and medically trained people in the legislature need to request for Trump to pull him out of there.,BLANK
Wwsqq9nk,Wanderful!,BLANK
VtATlnsx,Done...,BLANK
X9XjQ2dB,"Why would anyone intelligent listen to and adhere to an unqualified individual on such a critical topic?!  🤔 RFK, Jr should not be in any position besides being bent over for #47!",BLANK
IrhdVgFw,Pls like me or sad i Love u 😮,BLANK
vWJaQ4eL,If vaccines are safe then why do vaccine manufacturers need immunity from liability?,BLANK
2xs824qG,Anti vaccine degenerates need to be locked away in special prisons for fraudsters and useful idiots 😊,BLANK
0NJIyjrQ,"Tapper is a fool and a pontificating, judgemental scold as opposed to a journalist. CNN get rid of this complaining gossiping old woman.",BLANK
Myr114fy,No.,BLANK
WOrlmefX,Step down Mr. Cassidy,BLANK
LMvxHl3s,"Remember when Fauci and the CDC lied to us for 4 years regarding Covid? 
Biden and Co even censored experts who disagreed with their conclusions and treatments.",BLANK
RL3MeIbl,"The GOP is a party committed to death, mendacity, hate, lawlessness, fascism, evil. Everything is done in the service and to benefit a corrupt and evil criminal felon/serial-rapist/likely pedophile.",BLANK
qauxva5q,Bản nhạc thật tuyệt vời,BLANK
vRMxswkx,What a whimp.,BLANK
GBRC5lMc,I appreciate the positivity.,BLANK
4UYhigjx,🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊,BLANK
ILHEwWWf,So he wont do anything... Thanks Bill.,BLANK
n3mLLrWW,Go cry in the corner Lefty's..,BLANK
3ya0sC66,"Nuremberg 2.0
Fauci and the whole vaccine gang - Crimes against humanity.
Sorry, but the death penalty is insufficient punishment.",BLANK
MGmVULUU,This man is liable for ever child death that brainworm freak causes. So that's 2 and counting so far. Murderer !!!,BLANK
5UOpiSgg,Something is causing a huge rise in Autism is the true issue that needs reaserch for sure,BLANK
bqgNchuu,Anyone dealing with Tinnitus?,BLANK
TKwsmZ3c,Thanks!,BLANK
yDCUfJPR,"Get rid of him Louisiana,  he sits on the board for Health ,education,labor, pension committee..$$$$$$",BLANK
NGetmmyL,Something is killing us all and I'm glad RFK is getting to the bottom of it.,BLANK
p82STETL,The good doctor’s answers are rather bizarre in light of the proclamations of the new CDC…WTF….,BLANK
9UMUYQE2,Muito bom! Dorme rápido!!,BLANK
33ctsxX9,"Virtual hugs!! 🤗🤗 To all, just pray for me I really want to be happy, successful and earn respect in my life 🧬,going through downfall 😮",BLANK
GyjXe7yG,yawned as soon as i clicked the video,BLANK
4ojbhGf6,Wow,BLANK
JOuTNam4,Sen Bill Cassidy has received over 1.2 million from big pharma since 1990,BLANK
bwLE8ubP,"The vaccine court has paid out over $5 billion to 12,000 plaintiffs that have been injured or killed by vaccines",BLANK
30dviAc8,ฟังแล้วทำไมรู้สึก เศร้า อ้างว้าง เหงา และ โดดเดี่ยว,BLANK
EQ5E1lCf,Senator Cassidy... Acknowledge the lie. Call it out and do something about it.,BLANK
0sGX2a3j,Beautiful words.Thank you!💗🙏,BLANK
5OXTfoiG,"Don't take health advice from POLITICIANS, ask a health care professional YOU TRUST.

Would you let RFK Jr. design or operate a nuclear power plant? Because he is EXACTLY as qualified to do that as he is to give health care advice to the nation. ASK AN ACTUAL DOCTOR, ffs.",BLANK
u7ZLtxx4,Yeppp,BLANK
zadngfsa,Who watch it in 2025,BLANK
DtoKCXE5,Dr Cassidy is the modern day Dr. Frankenstein,BLANK
b8X1qnjB,20 percent was a GIFT BILL. They could use whatever they wanted to before. Hence $100 million annual CEO salaries.cmon man.,BLANK
QrbbPw2a,Raw,BLANK
jbrJAuAB,Great relaxing music. Has really helped me sleep the last couple of weeks. Nov 25,BLANK
BBOllYFO,"Laken Riley 
Corey Comperatore 
Charlie Kirk 
Semper Fidelis",BLANK
NIsKBWVR,"This is so relaxing! I’m just starting out, but I’d love to offer my time and just listen if anyone wants to talk.",BLANK
7KQRmSRf,"Hope everyone is having an amazing day.   The world can be difficult but there's always tomorrow, always a sun rise, and always better days.  Love you all!!",BLANK
5U9ZfYfJ,"The fact that he kept on saying and Donald Trump agrees, just tells you where is mind is at, it's all political at the expense of the American people for a qualified Dr to be the breaking vote to confirm RFK is a shame and he should resign out of shame for that alone.",BLANK
plKzUCVd,Too bad the Republicans weren't more concerned with the American citizens over a felon in the WH and voted to keep Kennedy out of this position...the whole damn government (in control now) are the junk drawer cabinet..soon the people should realize these asswopes care more about money than humans....wake up America  !,BLANK
IqYRRpnZ,I don't have friends.,BLANK
J0bJBJZ4,"ObamaCare is not the right name. Republicans cut one leg out of Obama's plan, which included a Public Option. As the senator stated, 20% of the subsidies go to profit and corporate overhead, which could be eliminated by including the Public Option. Also, Rick Scott has a plan? The same Rick Scott who commited the largest MediCare fraud in history? Ha!",BLANK
sHXc1IqO,❤❤🎉🎉❤❤,BLANK
mdCL6fGg,"The Senator refuses to be accountable for his actions, shameful",BLANK
uQNlQ7eS,Hi,BLANK
fNklyi1D,After my surgery I'm listening to this and I feel like I'm in heaven. 😶‍🌫️,BLANK
m3bAhqXu,Why can't this spineless coward actually denounce the brainworm?,BLANK
iSwtz0aZ,"Coward Cassidy. ""I won't speak against it but talk to your own doctor and don't listen to our healthcare information.""",BLANK
oRiGFt53,My mother is in ICU right now and I'm playing this to calm her spirit.,BLANK
cnfLdOqj,"Bill Cassidy, you are such a coward!! You are more worried about Trump being upset with you instead of calling out what is obviously wrong. People like you, who put partisanship ahead of the health of our country. You should be ashamed of yourself",BLANK
uzU7DIBQ,SICK ASS LIARS,BLANK
DjMGbSGb,It’s great to fall asleep to.,BLANK
ZJXzn96z,Then why did u stand up and make those comments?!?!  Soo fkn weak!!!,BLANK
n1SHKwnS,"Dear you, who reading this be easy with yourself take it  one step at time, even if is tiny! Step...  Eventually, the bucket will be filled.😘",BLANK
SnwsnBay,I agree with RFK. People should listen to him. The Amish do not vaccinate and are the healthiest in USA. Also Seventh Day Adventists,BLANK
2r5OLeHz,Anyone here November 2025?,BLANK
xnOzLB6M,Have come back to this video for years. Still the best sleeping music out there for me. November 2025,BLANK
njodyGWL,Any one here 14-20 November 2025?😮,BLANK
1WacwT7l,I love this,BLANK
jIbtSQYa,This music relieved my stress today after a horrible day thank you. If you are reading this just know you are loved and cared for and you have a loving family.,BLANK
oLfxvM2j,He told the Truth A Hole. There is no study showing a vaccine does not create Autism using a Inert Placebo. We say that testimony given to congress. Go RFK jr. Stop the Media Madness.,BLANK
dyDoe0Rw,trust me everything will only get better from here,BLANK
IbWmCNyo,"Anyone who states that ""the science is settled"" really doesn't understand the process. However, if we are referring to science as a proper noun, we simply need to ask Dr. Fauci 😉",BLANK
JjORvKDY,Having Slimolina Tea from Planet Ayurveda in the evening with soft music has become my favorite ritual. It calms my mind and helps me stay light and refreshed from within.,BLANK
KTKVsdku,"Listen to this every night, great way to clear my head of any negative thoughts and just drift away ❤",BLANK
lec7YEuQ,I use to wach this when I was like 5,BLANK
EfEwhStZ,Bill Cassidy is a traitor to the medical profession and to the human race for allowing RFK Jr to get confirmed.,BLANK
KF2jUSkM,"His position is just untenable

And to think éthat MAGA were upset that the DEM supported obstinately the ageing Biden!!?
Against all logic

But nothing to the shameful acrobatic these guys have to go through
day in, day out
With a slew of reality defying harmful lies",BLANK
Ux6Pk8oi,This is for the wealthy am looking for the poor people like me,BLANK
3sR0OgBf,Cassidy knows this is his fault and the only way he can fix this is to file articles of impeachment to RFK Jr for lying to the Senate.,BLANK
sOgIQFxJ,now i can do home work,BLANK
zNggT2y0,Republicans just have nothing to help the people by 2026! It's all garbage!,BLANK
UewMwA1I,We have an loon in charge of America's health! RFK is going to cause even more people to not get vaccinated which means more deaths! This administration is horrendous!,BLANK
9b9tpZF9,"ଚୀନ ଦେଶରେ କୋଣସି ଜିତି ଧର୍ମ ଵେବସ୍ତା ନାହିଁ 
ସେମାନେ ଦ୍ରୁତ ଗତିରେ ଆର୍ଥିକ ଉନତି କରୁଛନ୍ତି 
 ସମସ୍ତ ଭାରତୀୟା ମାନଙ୍କୁ ଶିଖିବା କଥା 
ସେମାନେ କର୍ମ ଉପରେ ବିଶ୍ୱାସ କରନ୍ତି",BLANK
if7XnbfA,"Recently Trump said RFK Jr is doing excellent job which 
means Trump is supporting anti-vaccine.",BLANK
z84ky5X6,😂😢😂🎉🎉🎉😂😂 26:19 26:21 2025 26:42 26:42,BLANK
K5Gcs7zl,اني في 2025😭,BLANK
CpbxgUvX,"Anyone in 2025?
I like this channel 😊",BLANK
sNmODegr,I probably listen to this a million times! It’s really relaxes me.,BLANK
JV4SLVeg,"Perfect for a long day work, lovely healing for sleep thank you so much i gonna love this",BLANK
NLgyVuRe,"I am having panic attacks and i am listening to this and reading the comments!!
I feel a bit okay",BLANK
Jb8hdir0,It’s crazy how this can literally relax your mind and everything and just put you at peace 🥹❤️,BLANK
81TQOXYu,"Here, where I am every night listening to the most relaxing music I’ve known",BLANK
mutYTf1N,You betrayed the hyppocatic oat.,BLANK
EHq32pZ0,November 11:11,BLANK
fhItoKOb,Awesome for getting you to unwind after encountering a lot of stress. I am really struggling now and need help.,BLANK
B0ODH0J2,"Kiwiaiuijkm I will do that with you in my heart ❤️ you know what you mean to see 👀 and your body and your face are so.      

Edit:my little brother said ts",BLANK
HTbnpPRd,wow,BLANK
2L4GXmQQ,"What a cowardice pitiful spineless politician.  A disgrace to the medical profession.  Refuses to take ownership of RFK’s appointment to HHS .  Cassidy is vicariously responsible for the rise in measles outbreak not only in Texas, but his own state.  He was hell bent getting back into Trump’s good graces after voting for his impeachment in 2021.  Well that will be his legacy… not healing, but disregarding his Hippocratic Oath.  Come on Bill grow a spine and take ownership of your professional and political malpractice!",BLANK
n1fplXre,This is so calm I found peace and joy for a moment,BLANK
OZZee1NJ,5:01 nooooooooooooooooooooooo 5:26,BLANK
WrI9SKAV,It is so sad that American people have to protect our families by investigation our self  why should we as Taxpayer paying group fools to tell us what to do ！,BLANK
WxqiYKiV,He doesnt want you to say something negative....he wants you to say something fu..king honest.,BLANK
tvxBfyRJ,Cassidy should be struck off,BLANK
Ggy9XOBY,Dr Cassidy should be ashamed!,BLANK
7Yko4LSQ,Spineless.,BLANK
VqjGrpLo,"How on earth can a physician dismiss as ""politics"" or tittle-tattle something as seriously dangerous as having someone in charge of US healthcare who is damaging the foundation of our entire system?  It seems that being a senator is more important to him than being a responsible physician.  Frankly, he should be removed from both positions, as he has broken his vows to both.",BLANK
iXtQxhkN,As a medical professional I no longer care that Cassidy is a doctor. He is still the moron responsible.,BLANK
XE1DfQut,These Alpha waves are a game changer for deep work. My brain fog cleared right up.,BLANK
HO89KItQ,I didn’t feel relaxed!,BLANK
JNcxgKwC,xd,BLANK
8PVIi2G3,The comment section is making me cry😢😢😢😢😢,BLANK
U4nyv6Ae,So there’s nothing negative about what JFK is doing you talk out of both sides of your mouth,BLANK
BYQpk6ra,👣🐾  https://youtu.be/sqwV9l-U8ds?si=YYbZsvqWGK3wJqrK,BLANK
jbsHWjTg,"$2,000 won't cover shite . This is disgusting . Dementia Don has no clue.",BLANK
RZnVHp0v,<<<------- Click here for relaxing,BLANK
MMUMlnIr,❤❤❤,BLANK
bSuONg38,November 2025,BLANK
5oxt1Hej,"If rfk is anything, it’s fringe!",BLANK
WK77bS3S,❤,BLANK
ni66TUhT,Ta myśl. Wraca każdego dnia 😔,BLANK
Bbeei1jG,Wow ..  great ❤❤❤❤,BLANK
aQup1gHA,America has the fattest and sickest population and we spend more per person on healthcare than any other county in the world!!   YES ITS TIME TO CHANGE OUR WAYS.,BLANK
OeuYSk7X,Any one here November 2025?,BLANK
EamAxV7A,"What a lying SOB.   Under Biden, subsidies were increases due to COVID and increased medical costs.   Having a ""savings account"" for health that is basically a tax shelter won't cover the lost coverage and only benefits people WITH lots of disposable income.",BLANK
lTSjyc9c,Great insights here.,BLANK
KIUKtsZd,This guy IS the problem and too smug of a jackass to Anny up and apologize. For being a jackass. Worked with doctors for 27 years. A damn shame his parents wasted a half million dollars and 15 years of school after college…should have just burned it….,BLANK
CubapFjG,"None of my grandchildren didn't get vaccinated, and they are doing just fine",BLANK
qzbyMuKT,Anyone here in April 2026?,BLANK
XSZvOchc,People who have CHRONIC illnesses are not advised to have Health Savings Accounts what are they supposed to do?,BLANK
pTW8X1xn,"Thanks bro appreciate those optimistic thoughts, I must say that you live as happily as you want and make your darkness vanish by the light of hope  and become successfull",BLANK
Sm1frpYk,pr,BLANK
pTDuJQDo,Co ja teraz myślę że dalsze życie to już nie ma sensu brak wiary lęk i brak już siły nie zrozumie mnie nikt za dużo kosztowało mnie życie ŻYCIE NA SIŁĘ MOŻE PORA JUŻ ODEJŚĆ ODPOCZĄĆ,BLANK
o0dGRmUS,"It may be tough right now. You may feel alone and sad. Just know that everything will get better, in time. Just be strong and keep living. Everything will be okay. You matter in more ways than you can imagine. Keep going please. Just keep going.",BLANK
ESM3Jsmi,Me!!,BLANK
KXr4qXod,58:08 58:09 58:10 58:10 58:10 58:10 58:10 58:10 58:10 58:12 58:14 58:16 58:17 58:17 58:19 58:20 58:21 58:22 58:23 58:24,BLANK
jqFpZf9W,❤❤❤❤❤❤,BLANK
baMJxLjw,Same tune for 3 hours not for me,BLANK
u6ekHiHx,"Republicans are a terrible joke.  A complete disaster on everything.  ""We are working on it"" is their refrain. Zero solutions",BLANK
LyBBk5sZ, @RanaUmer-r5k2q  ❤️❤️❤️,BLANK
bxE2fI7K,Sgsvtsfsdg 🗺🧭✈️🌚🌒🕘🕔🕠,BLANK
VJdQiGiL,"A message to all the weary souls around the world —
to everyone exhausted by the noise around them,
to those who have begun to cherish solitude and find in it a safe haven and a source of peace,
not isolation, withdrawal, or depression.
A thousand greetings to everyone who has rediscovered themselves,
to those who are getting to know their true selves for the very first time,
to everyone experiencing a new birth,
to all who have finally found their inner peace.
15/11/2025",BLANK
9mpEdpS3,You obviously know very little about the research that's out there.  Medical doctors should know better.  Reading and understanding the research is a must.  Try doing both!,BLANK
04Ranb0a,Relaxing portion ❤,BLANK
6qWxsAgZ,"RRK says to forget about vaccines. RfK JR believes if we all drink from him and flow through his American Canyon, everyone will be healed from all ailments.",BLANK
ORAYHQ8Z,Cassidy has no credibility.  Why even have him on the show???  Why give him a platform.,BLANK
gObD1UPf,Primary Dr Barrasso!,BLANK
U0BnGBQV,"Tapper said ""going to result in more dead Americans"", I just want to clarify; it is not just Americans.  We got idiots down here in Australia, that see what RFK and Trump say about vaccines or Acetaminophen/Panadol/Tylenol.  They are convincing idiots around the world to kill themselves, their children, other people,  other people's children.  Fck RFK, fck Trump, fck the lot of them.",BLANK
yDawTBFC,Anyone here as of 2025 ??,BLANK
8lQXb8gm,Spineless idiot,BLANK
mXeqa3qY,typo: elected not erected,BLANK
Jztko6H2,Asking an invertebrate if he has a spine is pointless.,BLANK
2jBKV3WS,Me too,BLANK
8b3HWpWk,🇼🇫,BLANK
gUkVPLFg,Liar!,BLANK
Of2NTuzq,🎉,BLANK
XGsUDAas,Welcome to Louisiana politicians 😢. Double talk.,BLANK
spOikvbz,Anyone here November 11 like,BLANK
Hgg6nDs8,"ما أجمل نعمة الإسلام (في الإسلام لا حاجة لهكذا أشياء ) قراءة المعوذات كافية اللهم ان نحمدك و نستعينك و نستهديك 
سبحان الله والحمد الله و الله أكبر 
من قرأ تعليقي رجاءً دعاء من فضلك ❤",BLANK
nfkG1qoE,This has been out for almost 10 years and this is still one of my favorites. I downloaded a copy thank you.,BLANK
ckHO84bw,Fuck you! Improve the ACA. Liars and grifters.,BLANK
Rom2wH9b,Yooo,BLANK
bdrpGE6z,Coward,BLANK
97NR4kPl,Low IQ USA,BLANK
ZtCL71Po,56:29 😊😊🎉🎉 56:41 😊,BLANK
vsfOpGZt,Blah blah blah. IMPEACH KENNEDY! Universal health care for all citizens! Listen to BERNIE!!!,BLANK
8X0Pu7SS,"Most chill sleep paralysis experience I ever had, thanks 😉",BLANK
ILtEb5OA,🌻 I can't stress enough how relaxing this guitar playlist is! It's perfect for study sessions or work breaks. Highly recommend 🙌,BLANK
fzWgmCIG,Yeah I think I was shining,BLANK
Ey341jtA,Yea true 😝,BLANK
o0wJNU2w,Senator Kennedy is the Scott Bessent of health care 😒.,BLANK
IOHwYBgD,So less coverage????? But higher pay but yet the government is going to help cover the extra cost for less coverage 🤔 .so who wins again is insurance company,BLANK
j2oyDAYf,"Cassidy is more politician than doctor. Doesn’t deserve his medical license. 
And no, Trump doesn’t agree with you or he would rein in his Health Secretary, RFK Jr., or outright fire him. 
Cassidy is a coward.",BLANK
9nlvT6I3,Idiots believe what they are paid to believe,BLANK
bWS8Vngk,My only birthday wish today is that whoever reads this knows they’re amazing and I believe in you.,BLANK
MtMgRqYB,"What’s wrong Jake? Sir, we don’t get you on here as a father, brother, physician. We get you on here as a Senator. Do your job!!’",BLANK
W4qcwfm0,I am here in Brazil,BLANK
MihtJXKC,"This administration’s approach feels like constant political retaliation rather than responsible governance.
Senator Cassidy, you were elected to advocate for your constituents—please do your job.
Your actions suggest you are prioritizing loyalty to a president who has shown little concern for the wellbeing of American citizens.
If you oppose the ACA, then present a serious, workable alternative. You and your colleagues have had years to develop one, yet have offered only criticism rather than solutions.",BLANK
GE3HgcVQ,"The vaccine is a Democrat hoax. Clearly, Robert Kennedy Jr. never had any vaccine, which makes him speak so firmly and forcefully.",BLANK
